Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nc,71515665,0,"Thursday, January 27, 2011 07:57:09 UTC",37.6380,-119.3847,0.0,11.00,24,"Central California"
ak,10164031,2,"Thursday, January 27, 2011 07:48:42 UTC",61.2212,-151.9409,0.4,17.20,12,"Southern Alaska"
mb,11636338,3,"Thursday, January 27, 2011 07:46:45 UTC",44.7846,-111.3751,1.9,11.60,39,"western Montana"
nn,00325257,7,"Thursday, January 27, 2011 07:40:59 UTC",39.5656,-119.8327,1.8,10.50,25,"Nevada"
uu,01270738,2,"Thursday, January 27, 2011 07:38:10 UTC",39.6812,-110.4933,1.5,1.80, 8,"Utah"
ci,14923516,4,"Thursday, January 27, 2011 07:29:53 UTC",33.6967,-116.7250,0.9,17.00,28,"Southern California"
hv,60004003,1,"Thursday, January 27, 2011 07:25:28 UTC",19.4387,-155.2683,1.8,1.10,13,"Island of Hawaii, Hawaii"
hv,60209111,2,"Thursday, January 27, 2011 07:25:18 UTC",19.4442,-155.2678,1.8,1.20,21,"Island of Hawaii, Hawaii"
mb,11525133,2,"Thursday, January 27, 2011 07:08:30 UTC",47.2213,-113.3028,1.8,21.80,20,"western Montana"
us,c00019jd,8,"Thursday, January 27, 2011 07:02:03 UTC",28.2960,58.9028,5.0,10.40,68,"southeastern Iran"
ak,10164014,2,"Thursday, January 27, 2011 06:50:38 UTC",60.5338,-152.8024,2.6,127.60,61,"Southern Alaska"
ak,10164010,2,"Thursday, January 27, 2011 06:47:15 UTC",62.4586,-150.6963,1.9,65.60,37,"Central Alaska"
hv,60209101,1,"Thursday, January 27, 2011 06:45:40 UTC",19.4363,-155.2673,2.4,1.50,36,"Island of Hawaii, Hawaii"
ak,10164007,2,"Thursday, January 27, 2011 06:43:22 UTC",60.4035,-151.8090,1.6,69.00,21,"Kenai Peninsula, Alaska"
nc,71515640,0,"Thursday, January 27, 2011 06:40:18 UTC",38.8407,-122.8268,0.7,1.90, 7,"Northern California"
nc,71515635,2,"Thursday, January 27, 2011 06:26:31 UTC",37.6307,-119.3730,1.2,10.10,18,"Central California"
nc,71515655,2,"Thursday, January 27, 2011 06:21:08 UTC",38.7852,-122.7845,0.3,3.60,13,"Northern California"
nc,71515630,4,"Thursday, January 27, 2011 06:17:06 UTC",37.6297,-119.3730,1.2,8.90,22,"Central California"
nc,71515625,2,"Thursday, January 27, 2011 06:15:22 UTC",36.2128,-120.7763,0.6,8.90,11,"Central California"
nc,71515615,0,"Thursday, January 27, 2011 06:08:39 UTC",38.8285,-122.7790,0.4,2.40, 7,"Northern California"
nc,71515610,0,"Thursday, January 27, 2011 06:07:53 UTC",38.8380,-122.7695,0.5,3.50, 8,"Northern California"
nc,71515605,2,"Thursday, January 27, 2011 06:02:51 UTC",38.7332,-122.7243,1.7,7.90,18,"Northern California"
nc,71515595,3,"Thursday, January 27, 2011 06:02:49 UTC",38.8320,-122.7758,1.9,2.80,59,"Northern California"
nc,71515600,0,"Thursday, January 27, 2011 06:01:57 UTC",38.8365,-122.7747,0.9,2.50,11,"Northern California"
ak,10165153,2,"Thursday, January 27, 2011 06:00:23 UTC",63.3352,-145.1117,1.3,1.70,14,"Central Alaska"
nc,71515650,2,"Thursday, January 27, 2011 05:51:09 UTC",38.8370,-122.8058,0.3,1.60, 9,"Northern California"
ci,14923508,4,"Thursday, January 27, 2011 05:48:57 UTC",33.3392,-116.3838,1.4,7.40,49,"Southern California"
nc,71515590,2,"Thursday, January 27, 2011 05:46:42 UTC",37.6345,-119.3667,1.2,6.50,19,"Central California"
nc,71515585,0,"Thursday, January 27, 2011 05:42:38 UTC",38.8232,-122.8097,0.4,4.60, 8,"Northern California"
mb,11130519,2,"Thursday, January 27, 2011 05:16:57 UTC",43.8336,-105.4076,3.2,8.80,12,"Wyoming"
ak,10163998,2,"Thursday, January 27, 2011 05:14:27 UTC",63.2448,-151.7837,0.7,2.10, 8,"Central Alaska"
nc,71515580,4,"Thursday, January 27, 2011 05:08:12 UTC",38.8105,-122.8213,0.4,3.10,21,"Northern California"
ak,10163995,2,"Thursday, January 27, 2011 05:03:24 UTC",62.3696,-149.1123,1.3,4.20,19,"Central Alaska"
uu,01270447,2,"Thursday, January 27, 2011 04:47:05 UTC",42.4388,-111.4917,1.2,1.60,14,"southern Idaho"
ci,14923500,4,"Thursday, January 27, 2011 04:41:09 UTC",32.6787,-115.8693,1.6,4.90,25,"Southern California"
ak,10163992,2,"Thursday, January 27, 2011 04:40:58 UTC",63.4848,-150.8491,1.2,11.80,14,"Central Alaska"
nc,71515570,2,"Thursday, January 27, 2011 04:12:25 UTC",40.1862,-121.4918,1.2,7.70,16,"Northern California"
ak,10163987,2,"Thursday, January 27, 2011 04:09:12 UTC",53.5102,-167.1866,2.2,6.70,15,"Fox Islands, Aleutian Islands, Alaska"
us,c00019ih,8,"Thursday, January 27, 2011 04:00:35 UTC",-11.6005,166.3297,5.5,63.10,127,"Santa Cruz Islands"
nc,71515560,3,"Thursday, January 27, 2011 04:00:05 UTC",38.3583,-122.5860,2.8,10.30,120,"Northern California"
uu,01270351,2,"Thursday, January 27, 2011 03:51:57 UTC",42.4365,-111.4930,1.1,3.30,11,"southern Idaho"
uu,01270347,2,"Thursday, January 27, 2011 03:46:07 UTC",44.7490,-111.1095,1.8,5.10,25,"western Montana"
uu,00005534,1,"Thursday, January 27, 2011 03:46:07 UTC",44.7580,-111.1236,2.0,7.40,24,"western Montana"
nc,71515550,3,"Thursday, January 27, 2011 03:45:02 UTC",36.9567,-121.5733,1.5,7.10,48,"Northern California"
ak,10163913,2,"Thursday, January 27, 2011 03:35:38 UTC",61.0264,-151.0404,1.3,15.10,18,"Southern Alaska"
uu,01270326,2,"Thursday, January 27, 2011 03:26:10 UTC",42.4425,-111.4860,1.5,2.70,12,"southern Idaho"
nc,71515545,2,"Thursday, January 27, 2011 03:23:43 UTC",38.8977,-122.9938,1.5,0.10,15,"Northern California"
ak,10165147,2,"Thursday, January 27, 2011 03:22:41 UTC",55.0405,-161.6857,2.9,105.40,22,"Alaska Peninsula"
uu,01270319,2,"Thursday, January 27, 2011 03:19:11 UTC",44.7505,-111.1062,1.3,6.00,17,"western Montana"
uu,01270311,2,"Thursday, January 27, 2011 03:11:19 UTC",42.4297,-111.4887,1.4,2.60,11,"southern Idaho"
uu,01270301,2,"Thursday, January 27, 2011 03:01:35 UTC",42.4387,-111.4962,1.3,2.70,12,"southern Idaho"
uu,01270237,2,"Thursday, January 27, 2011 02:37:36 UTC",42.4150,-111.4905,1.2,10.50, 9,"southern Idaho"
ak,10163836,2,"Thursday, January 27, 2011 02:24:16 UTC",59.9731,-152.7494,2.7,107.50,55,"Southern Alaska"
mb,11735906,2,"Thursday, January 27, 2011 02:04:58 UTC",47.5698,-113.8246,1.7,19.70,24,"western Montana"
uu,01270203,2,"Thursday, January 27, 2011 02:03:55 UTC",42.4438,-111.4887,1.3,1.40,13,"southern Idaho"
ci,14923484,4,"Thursday, January 27, 2011 01:50:42 UTC",33.1517,-116.5650,1.0,12.30,40,"Southern California"
ak,10163825,2,"Thursday, January 27, 2011 01:49:13 UTC",61.2436,-151.9577,0.3,15.00,12,"Southern Alaska"
ci,14923476,3,"Thursday, January 27, 2011 01:45:21 UTC",34.3565,-116.4707,1.2,4.30,20,"Southern California"
ak,10165144,2,"Thursday, January 27, 2011 01:42:19 UTC",61.9699,-150.0848,1.2,16.30,18,"Southern Alaska"
ak,10165143,2,"Thursday, January 27, 2011 01:38:19 UTC",62.3774,-149.1493,1.3,3.60,20,"Central Alaska"
nc,71515525,0,"Thursday, January 27, 2011 01:37:48 UTC",38.7917,-122.8043,0.9,3.00,14,"Northern California"
uw,01270134,1,"Thursday, January 27, 2011 01:34:47 UTC",45.1595,-122.7675,2.2,24.80,47,"Oregon"
nc,71515520,0,"Thursday, January 27, 2011 01:29:13 UTC",38.8342,-122.7773,0.5,2.60, 7,"Northern California"
pr,11027000,0,"Thursday, January 27, 2011 01:23:49 UTC",18.6030,-68.2040,3.2,90.10, 6,"Dominican Republic region"
ak,10163818,3,"Thursday, January 27, 2011 01:23:24 UTC",59.8301,-152.8216,2.1,102.40,29,"Southern Alaska"
uw,01270121,1,"Thursday, January 27, 2011 01:21:54 UTC",47.3133,-122.3808,1.2,23.10,22,"Seattle-Tacoma urban area, Washington"
nc,71515515,3,"Thursday, January 27, 2011 01:21:28 UTC",38.8115,-122.8187,1.3,2.50,46,"Northern California"
nc,71515510,2,"Thursday, January 27, 2011 01:10:28 UTC",39.2317,-120.0805,0.3,9.50, 9,"Northern California"
uu,01270107,2,"Thursday, January 27, 2011 01:07:43 UTC",42.4357,-111.5160,1.5,0.10,14,"southern Idaho"
us,c00019hg,5,"Thursday, January 27, 2011 01:04:55 UTC",46.5820,153.3649,4.9,34.50,58,"Kuril Islands"
us,c00019gy,7,"Thursday, January 27, 2011 00:59:39 UTC",-15.4447,-173.0796,5.3,21.80,208,"Tonga"
uu,01270059,2,"Thursday, January 27, 2011 00:59:10 UTC",42.4422,-111.5093,1.9,1.80,13,"southern Idaho"
nc,71515500,2,"Thursday, January 27, 2011 00:49:49 UTC",38.7462,-122.7135,0.3,2.00,17,"Northern California"
nc,71515495,3,"Thursday, January 27, 2011 00:48:55 UTC",38.8132,-122.8280,1.9,2.90,75,"Northern California"
ci,14923468,4,"Thursday, January 27, 2011 00:48:23 UTC",32.6897,-115.8742,1.5,5.00,14,"Southern California"
nc,71515490,3,"Thursday, January 27, 2011 00:46:35 UTC",38.7915,-122.8038,1.2,3.60,66,"Northern California"
ak,10163683,2,"Thursday, January 27, 2011 00:35:19 UTC",61.8193,-152.0862,1.6,2.60,19,"Southern Alaska"
ci,14923452,4,"Thursday, January 27, 2011 00:33:37 UTC",34.2547,-118.6582,1.6,5.10,18,"Greater Los Angeles area, California"
uu,00005522,1,"Thursday, January 27, 2011 00:29:16 UTC",44.7473,-111.1082,1.4,4.50,17,"western Montana"
nc,71515485,3,"Thursday, January 27, 2011 00:27:30 UTC",38.8432,-122.8255,1.4,2.40,50,"Northern California"
ci,14923436,4,"Thursday, January 27, 2011 00:23:39 UTC",36.1800,-117.5593,1.2,2.50,18,"Central California"
ak,10163675,2,"Thursday, January 27, 2011 00:13:02 UTC",64.9949,-147.4053,1.1,0.00, 8,"Central Alaska"
nc,71515475,2,"Wednesday, January 26, 2011 23:56:18 UTC",36.2040,-120.7860,1.2,9.00,28,"Central California"
ci,10170222,4,"Wednesday, January 26, 2011 23:55:08 UTC",33.1955,-115.6163,0.3,3.30,10,"Southern California"
ci,14923428,6,"Wednesday, January 26, 2011 23:54:37 UTC",33.1880,-115.6113,0.7,1.60,14,"Southern California"
ak,10163668,1,"Wednesday, January 26, 2011 23:50:57 UTC",64.7301,-149.0264,1.4,6.70,10,"Central Alaska"
ak,10163663,1,"Wednesday, January 26, 2011 23:35:25 UTC",63.4546,-150.8061,1.7,1.40,12,"Central Alaska"
nc,71515455,0,"Wednesday, January 26, 2011 23:31:45 UTC",38.8157,-122.7977,0.6,3.20, 7,"Northern California"
uu,01262330,2,"Wednesday, January 26, 2011 23:30:54 UTC",42.4518,-111.5360,1.0,7.00,11,"southern Idaho"
ci,14923340,4,"Wednesday, January 26, 2011 23:24:19 UTC",33.3657,-116.3882,1.1,12.80,36,"Southern California"
ak,10163657,1,"Wednesday, January 26, 2011 23:23:01 UTC",61.6817,-149.4763,1.5,36.90, 9,"Southern Alaska"
nc,71515450,2,"Wednesday, January 26, 2011 23:21:37 UTC",38.7690,-122.7398,1.1,0.70,48,"Northern California"
ci,14923300,4,"Wednesday, January 26, 2011 23:14:58 UTC",33.1510,-116.5618,1.6,12.10,66,"Southern California"
hv,60209051,1,"Wednesday, January 26, 2011 22:53:46 UTC",19.2677,-155.2583,1.9,3.80,20,"Island of Hawaii, Hawaii"
nc,71515420,0,"Wednesday, January 26, 2011 22:48:23 UTC",38.8063,-122.8145,0.4,3.70, 9,"Northern California"
nc,71515415,0,"Wednesday, January 26, 2011 22:45:57 UTC",38.8058,-122.8155,0.4,4.40, 9,"Northern California"
ci,14923228,3,"Wednesday, January 26, 2011 22:42:19 UTC",35.2545,-118.5768,0.6,6.90, 8,"Central California"
nc,71515410,2,"Wednesday, January 26, 2011 22:42:09 UTC",35.9432,-120.5020,0.3,9.00,14,"Central California"
ci,14923220,3,"Wednesday, January 26, 2011 22:36:03 UTC",33.8708,-116.9058,0.6,7.10, 8,"Southern California"
nn,00325243,7,"Wednesday, January 26, 2011 22:35:09 UTC",38.4776,-117.7318,2.0,0.00,26,"Nevada"
nc,71515400,0,"Wednesday, January 26, 2011 22:34:59 UTC",38.7883,-122.7463,0.4,1.80,10,"Northern California"
nn,00325240,7,"Wednesday, January 26, 2011 22:29:44 UTC",38.5048,-117.6469,3.4,9.40,13,"Nevada"
uu,01262223,2,"Wednesday, January 26, 2011 22:23:38 UTC",42.4292,-111.5018,1.1,8.90,11,"southern Idaho"
nn,00325239,7,"Wednesday, January 26, 2011 22:16:17 UTC",38.5209,-117.6360,2.1,1.30, 6,"Nevada"
nc,71515385,3,"Wednesday, January 26, 2011 22:05:16 UTC",37.5092,-118.8242,0.3,6.70,14,"Central California"
nc,71515380,2,"Wednesday, January 26, 2011 22:02:59 UTC",37.4763,-118.7915,1.0,6.10,29,"Central California"
nc,71515375,0,"Wednesday, January 26, 2011 22:00:58 UTC",38.8273,-122.8017,0.4,3.10, 7,"Northern California"
ak,10163624,1,"Wednesday, January 26, 2011 21:38:27 UTC",64.0355,-148.9412,2.3,0.00,20,"Central Alaska"
nc,71515355,2,"Wednesday, January 26, 2011 21:01:40 UTC",37.2978,-121.6730,0.8,2.80,13,"Northern California"
ci,14923084,2,"Wednesday, January 26, 2011 20:26:02 UTC",33.6833,-116.6973,0.8,16.90,27,"Southern California"
nc,71515345,2,"Wednesday, January 26, 2011 20:23:32 UTC",37.8965,-118.4855,1.8,11.00,35,"Central California"
ak,10163573,1,"Wednesday, January 26, 2011 20:18:32 UTC",61.9098,-150.3172,2.0,5.40,18,"Southern Alaska"
ak,10163571,1,"Wednesday, January 26, 2011 20:14:43 UTC",65.9862,-148.4702,2.0,69.10, 7,"northern Alaska"
ak,10163568,1,"Wednesday, January 26, 2011 20:10:03 UTC",65.9875,-148.1668,2.4,4.30,10,"northern Alaska"
ci,14923068,6,"Wednesday, January 26, 2011 20:04:05 UTC",36.0092,-117.7493,0.3,3.20,13,"Central California"
ci,14923060,2,"Wednesday, January 26, 2011 19:52:35 UTC",32.5628,-115.6992,1.7,4.80, 8,"Baja California, Mexico"
nc,71515340,2,"Wednesday, January 26, 2011 19:40:32 UTC",38.3635,-122.5745,1.0,10.20,11,"Northern California"
ak,10163556,2,"Wednesday, January 26, 2011 19:33:46 UTC",63.4755,-150.8224,0.6,16.30, 7,"Central Alaska"
ci,14923052,4,"Wednesday, January 26, 2011 19:21:40 UTC",33.1547,-116.4828,1.9,7.60,50,"Southern California"
ak,10163528,1,"Wednesday, January 26, 2011 18:56:21 UTC",59.6983,-146.2267,2.1,9.20,17,"Gulf of Alaska"
ak,10163519,1,"Wednesday, January 26, 2011 18:41:12 UTC",63.4263,-145.5297,1.2,6.80, 8,"Central Alaska"
ci,14923044,4,"Wednesday, January 26, 2011 18:38:23 UTC",34.0893,-117.2935,1.2,6.00,10,"Greater Los Angeles area, California"
mb,11209755,2,"Wednesday, January 26, 2011 18:33:56 UTC",44.7121,-113.1313,1.2,0.10, 9,"southern Idaho"
ak,10163506,2,"Wednesday, January 26, 2011 18:03:27 UTC",64.5585,-147.0906,0.3,13.90, 6,"Central Alaska"
ci,14923036,4,"Wednesday, January 26, 2011 17:56:39 UTC",33.9745,-116.8462,1.2,15.80,31,"Southern California"
pr,11026001,0,"Wednesday, January 26, 2011 17:56:37 UTC",18.0939,-66.9359,2.3,22.20, 9,"Puerto Rico"
ci,14923020,4,"Wednesday, January 26, 2011 17:32:39 UTC",34.3440,-116.8837,1.2,0.00, 7,"Southern California"
nc,71515315,4,"Wednesday, January 26, 2011 17:16:59 UTC",38.8123,-122.8152,1.5,2.60,21,"Northern California"
ci,14923004,7,"Wednesday, January 26, 2011 17:13:09 UTC",32.1438,-115.2282,3.3,15.00,16,"Baja California, Mexico"
hv,60209016,1,"Wednesday, January 26, 2011 17:10:36 UTC",19.2522,-155.2603,1.7,2.10,10,"Island of Hawaii, Hawaii"
uu,01261706,2,"Wednesday, January 26, 2011 17:06:26 UTC",42.4410,-111.5075,1.6,0.20,18,"southern Idaho"
us,c000198l,8,"Wednesday, January 26, 2011 17:03:31 UTC",-11.0346,166.3207,5.8,157.40,255,"Santa Cruz Islands"
ak,10163463,1,"Wednesday, January 26, 2011 17:01:24 UTC",64.0478,-150.3939,1.6,3.00,11,"Central Alaska"
nc,71515290,0,"Wednesday, January 26, 2011 16:53:37 UTC",38.8410,-122.8012,0.4,1.80, 7,"Northern California"
ci,14922996,4,"Wednesday, January 26, 2011 16:34:20 UTC",33.1493,-116.5672,1.4,11.00,38,"Southern California"
us,c000197p,4,"Wednesday, January 26, 2011 15:58:32 UTC",-18.0745,-174.6954,5.0,129.00,24,"Tonga"
nc,71515270,0,"Wednesday, January 26, 2011 15:50:01 UTC",38.8405,-122.8297,0.9,2.20,13,"Northern California"
us,c000197d,A,"Wednesday, January 26, 2011 15:42:29 UTC",2.2029,96.8207,6.1,22.60,251,"Simeulue, Indonesia"
ak,10163436,1,"Wednesday, January 26, 2011 15:39:18 UTC",61.1120,-147.2240,1.6,25.80, 8,"Southern Alaska"
nc,71515265,2,"Wednesday, January 26, 2011 15:24:02 UTC",36.5928,-121.1007,0.9,10.00, 8,"Central California"
ci,14922980,4,"Wednesday, January 26, 2011 15:20:13 UTC",33.5193,-116.4530,0.6,8.00,22,"Southern California"
ak,10163429,1,"Wednesday, January 26, 2011 15:07:11 UTC",58.5739,-152.3877,2.6,11.00,16,"Kodiak Island region, Alaska"
ak,10163425,2,"Wednesday, January 26, 2011 14:50:44 UTC",56.1407,-153.1233,3.3,20.10,31,"Kodiak Island region, Alaska"
nc,71515260,2,"Wednesday, January 26, 2011 14:42:22 UTC",38.7868,-122.7737,0.2,2.10,14,"Northern California"
nc,71515255,2,"Wednesday, January 26, 2011 14:35:48 UTC",38.7888,-122.7730,1.2,2.30,42,"Northern California"
ci,14922956,4,"Wednesday, January 26, 2011 14:29:44 UTC",33.5160,-116.4515,0.7,8.60,29,"Southern California"
ci,14922948,4,"Wednesday, January 26, 2011 14:17:44 UTC",34.3048,-116.1350,2.1,3.80,58,"Southern California"
ci,14922940,4,"Wednesday, January 26, 2011 14:16:52 UTC",33.6378,-116.7515,0.7,16.30,28,"Southern California"
ci,14922932,4,"Wednesday, January 26, 2011 13:56:40 UTC",33.1518,-116.5648,1.2,11.40,46,"Southern California"
uu,01261348,2,"Wednesday, January 26, 2011 13:48:12 UTC",40.4813,-111.0367,1.5,13.10,18,"Utah"
nc,71515250,2,"Wednesday, January 26, 2011 13:46:31 UTC",36.0242,-120.5822,1.4,4.80,41,"Central California"
nc,71515245,0,"Wednesday, January 26, 2011 13:22:23 UTC",38.8033,-122.8013,0.8,3.00,13,"Northern California"
nc,71515240,2,"Wednesday, January 26, 2011 13:17:24 UTC",36.7140,-121.3598,0.9,3.90,28,"Central California"
nc,71515235,0,"Wednesday, January 26, 2011 13:17:11 UTC",38.8322,-122.7798,0.9,1.20, 9,"Northern California"
nn,00325214,7,"Wednesday, January 26, 2011 13:15:15 UTC",38.5389,-118.3952,2.2,11.70,13,"Nevada"
nc,71515225,4,"Wednesday, January 26, 2011 13:02:00 UTC",37.3445,-121.7147,0.8,4.40,15,"San Francisco Bay area, California"
ak,10163407,1,"Wednesday, January 26, 2011 12:47:12 UTC",63.4931,-150.7978,2.1,0.90,14,"Central Alaska"
hv,60208991,1,"Wednesday, January 26, 2011 12:45:20 UTC",19.8062,-155.1223,1.9,17.70,26,"Island of Hawaii, Hawaii"
ci,14922924,4,"Wednesday, January 26, 2011 12:43:45 UTC",35.9720,-117.6605,0.8,2.80,15,"Central California"
nc,71515220,0,"Wednesday, January 26, 2011 12:30:28 UTC",38.8138,-122.8175,0.9,2.50,14,"Northern California"
nc,71515215,0,"Wednesday, January 26, 2011 12:25:27 UTC",38.8172,-122.8338,0.9,2.90,12,"Northern California"
uu,01261221,2,"Wednesday, January 26, 2011 12:21:51 UTC",42.4292,-111.4997,1.1,7.00, 7,"southern Idaho"
uu,01261215,2,"Wednesday, January 26, 2011 12:15:06 UTC",42.4443,-111.4893,1.1,2.10,14,"southern Idaho"
us,c000196e,6,"Wednesday, January 26, 2011 12:05:48 UTC",-18.8980,168.1775,5.2,26.80,65,"Vanuatu"
nc,71515205,3,"Wednesday, January 26, 2011 12:03:49 UTC",38.7877,-122.7768,2.2,2.00,70,"Northern California"
ci,14922908,4,"Wednesday, January 26, 2011 11:59:57 UTC",32.6627,-115.9360,1.7,5.10,32,"Southern California"
nc,71515200,0,"Wednesday, January 26, 2011 11:58:20 UTC",38.7843,-122.7287,0.3,3.70, 5,"Northern California"
nc,71515195,0,"Wednesday, January 26, 2011 11:56:53 UTC",38.8140,-122.7940,0.5,2.90,10,"Northern California"
nc,71515190,3,"Wednesday, January 26, 2011 11:55:11 UTC",38.8187,-122.7883,2.3,4.10,75,"Northern California"
nn,00325210,7,"Wednesday, January 26, 2011 11:20:23 UTC",38.6500,-119.5308,0.8,4.00, 5,"Central California"
uu,01261115,2,"Wednesday, January 26, 2011 11:15:54 UTC",39.6688,-110.4960,1.4,1.70,12,"Utah"
nc,71515180,0,"Wednesday, January 26, 2011 11:10:03 UTC",38.7868,-122.7728,0.9,3.70,11,"Northern California"
nc,71515175,2,"Wednesday, January 26, 2011 11:09:20 UTC",40.4308,-124.5682,2.1,16.50,12,"offshore Northern California"
nc,71515170,3,"Wednesday, January 26, 2011 11:03:40 UTC",38.8155,-122.8173,1.4,2.70,47,"Northern California"
uu,01261051,2,"Wednesday, January 26, 2011 10:51:22 UTC",39.0072,-111.3668,1.4,13.10, 8,"Utah"
nc,71515165,2,"Wednesday, January 26, 2011 10:47:26 UTC",38.8178,-122.7945,1.2,3.40,41,"Northern California"
nc,71515160,2,"Wednesday, January 26, 2011 10:45:56 UTC",36.7105,-121.3490,0.8,3.70,21,"Central California"
ak,10163382,1,"Wednesday, January 26, 2011 10:45:19 UTC",57.6949,-154.0261,2.6,22.70,14,"Kodiak Island region, Alaska"
ci,14922884,4,"Wednesday, January 26, 2011 10:38:44 UTC",35.9642,-117.6580,1.0,3.50,23,"Central California"
ci,14922868,4,"Wednesday, January 26, 2011 10:22:52 UTC",35.9658,-117.6563,1.0,3.60,18,"Central California"
nc,71515155,2,"Wednesday, January 26, 2011 10:21:28 UTC",35.5152,-121.2055,1.0,5.20,12,"offshore Central California"
ak,10163378,1,"Wednesday, January 26, 2011 10:19:52 UTC",63.2426,-145.0337,1.8,2.20, 9,"Central Alaska"
uu,01261005,2,"Wednesday, January 26, 2011 10:05:20 UTC",42.4337,-111.5070,1.0,6.60,12,"southern Idaho"
uu,01261001,2,"Wednesday, January 26, 2011 10:01:42 UTC",42.4322,-111.5007,2.2,4.40,19,"southern Idaho"
nc,71515150,2,"Wednesday, January 26, 2011 09:44:50 UTC",37.5377,-118.8353,1.1,8.80,26,"Central California"
ci,14922860,2,"Wednesday, January 26, 2011 09:43:43 UTC",35.9673,-117.6583,0.8,3.90,19,"Central California"
ci,14922852,4,"Wednesday, January 26, 2011 09:31:42 UTC",32.6277,-115.7712,1.5,4.90,24,"Baja California, Mexico"
nc,71515140,0,"Wednesday, January 26, 2011 09:20:13 UTC",38.8120,-122.8055,0.9,3.40,15,"Northern California"
nc,71515135,3,"Wednesday, January 26, 2011 08:59:36 UTC",36.7090,-121.3468,2.1,3.70,62,"Central California"
nm,012611a,A,"Wednesday, January 26, 2011 08:48:39 UTC",35.3061,-92.3180,2.3,5.00,11,"Arkansas"
nc,71515125,3,"Wednesday, January 26, 2011 08:43:45 UTC",38.8143,-122.8195,2.0,3.00,58,"Northern California"
nc,71515130,0,"Wednesday, January 26, 2011 08:42:50 UTC",38.8290,-122.7970,0.9,2.70,13,"Northern California"
ci,14922844,2,"Wednesday, January 26, 2011 08:12:33 UTC",32.8552,-115.5098,1.5,15.10,19,"Southern California"
nc,71515110,0,"Wednesday, January 26, 2011 08:12:05 UTC",38.8295,-122.7635,0.9,1.20,10,"Northern California"
us,c000195m,4,"Wednesday, January 26, 2011 08:01:30 UTC",-5.5376,147.0745,5.3,211.00,52,"eastern New Guinea region, Papua New Guinea"
uu,01260742,2,"Wednesday, January 26, 2011 07:42:11 UTC",42.4348,-111.4927,1.9,2.00,22,"southern Idaho"
nc,71515105,2,"Wednesday, January 26, 2011 07:40:09 UTC",38.7498,-122.7225,1.0,2.20,27,"Northern California"
ci,14922836,8,"Wednesday, January 26, 2011 07:33:31 UTC",32.2660,-116.5453,2.1,12.50,25,"Baja California, Mexico"
us,c000195h,4,"Wednesday, January 26, 2011 07:24:28 UTC",9.9101,108.1385,4.8,10.00,33,"South China Sea"
nc,71515100,2,"Wednesday, January 26, 2011 07:23:35 UTC",38.8343,-122.8763,0.9,3.00,31,"Northern California"
ci,14922828,4,"Wednesday, January 26, 2011 07:21:06 UTC",34.3332,-116.4532,1.3,4.60,25,"Southern California"
ci,14922820,4,"Wednesday, January 26, 2011 07:13:36 UTC",34.3372,-116.4563,1.2,6.30,25,"Southern California"
ak,10163350,1,"Wednesday, January 26, 2011 07:12:02 UTC",63.0445,-147.9972,1.6,2.70, 9,"Central Alaska"
nc,71515095,2,"Wednesday, January 26, 2011 07:10:27 UTC",37.3140,-121.6002,0.9,8.30,15,"Northern California"
ci,14922804,4,"Wednesday, January 26, 2011 06:58:51 UTC",34.3382,-116.4568,1.4,5.50,24,"Southern California"
nc,71515090,0,"Wednesday, January 26, 2011 06:47:35 UTC",38.8138,-122.8242,0.8,3.50,13,"Northern California"
ak,10163332,1,"Wednesday, January 26, 2011 06:37:47 UTC",61.4128,-147.5937,2.0,11.40,17,"Southern Alaska"
ak,10163327,1,"Wednesday, January 26, 2011 06:20:25 UTC",64.7331,-150.6421,1.7,0.00,13,"Central Alaska"
ci,14922796,4,"Wednesday, January 26, 2011 06:17:49 UTC",34.1030,-117.4737,1.6,8.40,54,"Greater Los Angeles area, California"
ci,14922780,6,"Wednesday, January 26, 2011 05:56:54 UTC",31.2165,-115.6902,3.5,10.00,18,"Baja California, Mexico"
ci,14922764,4,"Wednesday, January 26, 2011 05:47:16 UTC",32.8333,-116.2053,1.2,10.70,18,"Southern California"
ci,14922772,2,"Wednesday, January 26, 2011 05:45:18 UTC",34.3338,-116.4550,1.0,4.90, 8,"Southern California"
uu,01260539,3,"Wednesday, January 26, 2011 05:39:50 UTC",42.4338,-111.5068,2.2,3.00,22,"southern Idaho"
nc,71515065,0,"Wednesday, January 26, 2011 05:39:33 UTC",38.8178,-122.7938,1.0,3.50,16,"Northern California"
nc,71515060,3,"Wednesday, January 26, 2011 05:38:56 UTC",38.8192,-122.7932,1.5,4.00,45,"Northern California"
nm,012611c,A,"Wednesday, January 26, 2011 05:37:46 UTC",36.5530,-89.6528,1.6,7.20,24,"southeastern Missouri"
ak,10163312,1,"Wednesday, January 26, 2011 05:22:14 UTC",58.6548,-154.0874,2.0,98.90, 8,"Alaska Peninsula"
nc,71515055,2,"Wednesday, January 26, 2011 05:20:35 UTC",38.7573,-122.7057,0.3,3.80,11,"Northern California"
uu,01260521,2,"Wednesday, January 26, 2011 05:20:32 UTC",42.4297,-111.4905,1.7,1.90,21,"southern Idaho"
ak,10163308,1,"Wednesday, January 26, 2011 05:17:56 UTC",59.9594,-153.1930,2.5,148.40,26,"Southern Alaska"
